dbo:sourceCountry,dbo:mouthCountry,dbo:River,dbo:River,dbo:Stream,dbo:River,dbo:Country,dbo:Country,
dbo:country,dbo:location,,dbo:University,,,dbo:Country,dbo:Place,
dbo:isPartOf,dbo:country,,dbo:City,,,,dbo:Country,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:parent,dbo:predecessor,dbo:Royalty,dbo:BritishRoyalty,dbo:Person,,dbo:Person,,
dbo:hometown,dbo:birthPlace,,dbo:MusicalArtist,dbo:Agent,dbo:Person,dbo:Settlement,dbo:Place,
dbo:locationCountry,dbo:broadcastArea,,dbo:TelevisionStation,,dbo:Broadcaster,dbo:Country,dbo:PopulatedPlace,
dbo:country,dbo:broadcastArea,,dbo:TelevisionStation,,dbo:Broadcaster,dbo:Country,dbo:PopulatedPlace,
dbo:birthPlace,dbo:nationality,,dbo:Artist,dbo:Person,dbo:Person,dbo:Place,dbo:Country,
dbo:state,dbo:location,dbo:University,dbo:University,,,dbo:PopulatedPlace,dbo:Place,
dbo:locationCountry,dbo:country,dbo:TelevisionStation,dbo:TelevisionStation,,,dbo:Country,dbo:Country,
dbo:starring,dbo:producer,dbo:Film,,dbo:Work,dbo:Work,dbo:Actor,dbo:Agent,
dbo:writer,dbo:producer,dbo:Film,,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:writer,dbo:producer,dbo:Film,,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:draftTeam,dbo:team,dbo:BasketballPlayer,dbo:BasketballPlayer,dbo:Athlete,,dbo:SportsTeam,dbo:SportsTeam,
dbo:deathPlace,dbo:nationality,dbo:Person,dbo:Artist,dbo:Person,dbo:Person,dbo:Place,dbo:Country,
dbo:isPartOf,dbo:province,,dbo:City,,dbo:Place,,dbo:Province,
dbo:writer,dbo:starring,dbo:Film,,dbo:Work,dbo:Work,dbo:Person,dbo:Actor,
dbo:president,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,dbo:Organisation,,dbo:Person,,
dbo:predecessor,dbo:president,dbo:OfficeHolder,dbo:Politician,,dbo:Organisation,,dbo:Person,
dbo:predecessor,dbo:primeMinister,dbo:OfficeHolder,dbo:Politician,,,,dbo:Person,
dbo:producer,dbo:writer,dbo:Film,dbo:Film,dbo:Work,dbo:Work,dbo:Agent,dbo:Person,
dbo:managerClub,dbo:team,,dbo:SoccerPlayer,dbo:Athlete,,dbo:SportsTeam,dbo:SportsTeam,
dbo:country,dbo:mouthCountry,,dbo:River,,dbo:River,dbo:Country,dbo:Country,
dbo:designCompany,dbo:designer,dbo:Automobile,dbo:Automobile,dbo:MeanOfTransportation,,dbo:Company,dbo:Person,
dbo:type,dbo:genre,,dbo:Company,,,,dbo:Genre,
dbo:isPartOf,dbo:state,,dbo:City,,,,dbo:PopulatedPlace,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:archipelago,dbo:country,dbo:Island,dbo:Island,dbo:Island,,,dbo:Country,
dbo:predecessor,dbo:president,dbo:OfficeHolder,dbo:Politician,,dbo:Organisation,,dbo:Person,
rdfs:seeAlso,dbo:country,owl:Thing,dbo:Island,,,,dbo:Country,
dbo:nationality,dbo:birthPlace,dbo:BasketballPlayer,dbo:BasketballPlayer,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:location,dbo:country,dbo:Lake,dbo:Lake,,,dbo:Place,dbo:Country,
dbo:stylisticOrigin,dbo:musicFusionGenre,dbo:MusicGenre,dbo:MusicGenre,dbo:MusicGenre,dbo:MusicGenre,dbo:MusicGenre,dbo:MusicGenre,
dbo:tenant,dbo:owner,dbo:Stadium,dbo:Stadium,dbo:ArchitecturalStructure,,dbo:Organisation,dbo:Agent,
dbo:musicalBand,dbo:producer,dbo:Single,dbo:Album,dbo:Single,dbo:Work,dbo:Band,dbo:Agent,
dbo:musicalArtist,dbo:producer,dbo:Single,dbo:Album,dbo:Single,dbo:Work,dbo:MusicalArtist,dbo:Agent,
dbo:locationCountry,dbo:location,,dbo:Company,,,dbo:Country,dbo:Place,
dbo:deathPlace,dbo:ethnicity,dbo:Person,dbo:Artist,dbo:Person,dbo:Person,dbo:Place,dbo:EthnicGroup,
dbo:isPartOf,dbo:region,,dbo:City,,,,dbo:Place,
dbo:isPartOf,dbo:region,,dbo:City,,,,dbo:Place,
