dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:Congressman,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:President,,,,xsd:date,xsd:date
dbo:areaMetro,dbo:areaTotal,,dbo:City,,dbo:Place,xsd:double,xsd:double
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:President,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:PrimeMinister,dbo:Politician,,,xsd:date,xsd:date
dbo:openingDate,dbo:deliveryDate,dbo:Road,dbo:Road,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:President,,,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:minimumElevation,dbo:elevation,,dbo:City,dbo:Place,dbo:Place,xsd:double,xsd:double
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:PrimeMinister,dbo:Politician,,,xsd:date,xsd:date
dbo:serviceEndYear,dbo:activeYearsEndYear,dbo:MilitaryPerson,dbo:BritishRoyalty,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:orderInOffice,dbo:office,,dbo:Politician,,,xsd:string,xsd:string
dbo:formationYear,dbo:foundingYear,,dbo:Company,dbo:Organisation,,xsd:gYear,xsd:gYear
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:elevation,dbo:populationTotal,dbo:Island,dbo:Island,dbo:Place,,xsd:double,xsd:nonNegativeInteger
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:President,,,,xsd:date,xsd:date
dbo:areaLand,dbo:areaTotal,,dbo:City,dbo:Place,dbo:Place,xsd:double,xsd:double
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:President,,,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:Congressman,dbo:Politician,,,xsd:date,xsd:date
dbo:deathDate,dbo:activeYearsEndDate,dbo:President,dbo:Politician,dbo:Person,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:President,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:President,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:PrimeMinister,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:PrimeMinister,dbo:Politician,,,xsd:date,xsd:date
dbo:formationDate,dbo:foundingYear,dbo:PoliticalParty,dbo:PoliticalParty,dbo:Organisation,,xsd:date,xsd:gYear
dbo:deathDate,dbo:activeYearsEndDate,,dbo:Politician,dbo:Person,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:President,,,,xsd:date,xsd:date
